# lncRNAs with conserved cores across mammals
# panel: 19 species (rheMac10, mm39, rn7, HLoryCun3, bosTau9, susScr11, HLbalEde1, HLcamDro2, equCab3, felCat9, canFam5, HLmanJav2, HLpteVam2, eriEur2, dasNov3, HLeleMax1, monDom5, HLdidVir1, HLnotEug3)
# criteria: lncRNA cores in >= 18 species, mean length >= 120 bp, mean cosine-SW distance <= 0.1
# total genes: 1107  |  intergenic (>5 kb from coding): 234
gene_bare	gene_name	overlap_category	n_cores	max_species	mean_species	best_mean_dist	best_median_dist	max_core_len	coding_partners
ENSG00000233775		near_coding_5kb	1	19	19.0	0.0237	0.0156	509.0	
ENSG00000236536		near_coding_5kb	1	18	18.0	0.0238	0.0138	267.0	
ENSG00000293457	PTPRVP	near_coding_5kb	1	18	18.0	0.024	0.0218	419.0	
ENSG00000288926		near_coding_5kb	1	18	18.0	0.024	0.021	330.0	
ENSG00000293420		near_coding_5kb	1	18	18.0	0.0244	0.0242	485.0	
ENSG00000307596		near_coding_5kb	1	19	19.0	0.0245	0.0157	208.0	
ENSG00000297847		near_coding_5kb	1	18	18.0	0.0246	0.0179	358.0	
ENSG00000276436		near_coding_5kb	1	18	18.0	0.0247	0.021	248.0	
ENSG00000254473		near_coding_5kb	1	18	18.0	0.0249	0.0183	361.0	
ENSG00000301883		near_coding_5kb	1	19	19.0	0.0251	0.0217	248.0	
ENSG00000272711	HK2-DT	near_coding_5kb	1	19	19.0	0.0251	0.0171	608.0	
ENSG00000288765		near_coding_5kb	1	18	18.0	0.0253	0.0262	184.0	
ENSG00000272763	LINC03057	near_coding_5kb	1	18	18.0	0.0256	0.018	248.0	
ENSG00000289602		near_coding_5kb	1	18	18.0	0.0257	0.0258	368.0	
ENSG00000272092		near_coding_5kb	1	18	18.0	0.026	0.0204	608.0	
ENSG00000295421		near_coding_5kb	1	19	19.0	0.026	0.0197	216.0	
ENSG00000222033	LINC01124	near_coding_5kb	1	19	19.0	0.026	0.0196	728.0	
ENSG00000288804		near_coding_5kb	1	18	18.0	0.0262	0.0227	288.0	
ENSG00000229272	LINC03036	near_coding_5kb	1	18	18.0	0.0264	0.0232	132.0	
ENSG00000297171		near_coding_5kb	1	18	18.0	0.0265	0.0166	208.0	
ENSG00000300316		near_coding_5kb	1	18	18.0	0.0266	0.0258	168.0	
ENSG00000308413		near_coding_5kb	1	18	18.0	0.0267	0.0258	288.0	
ENSG00000308729		near_coding_5kb	1	19	19.0	0.0272	0.0188	226.0	
ENSG00000296989		near_coding_5kb	1	18	18.0	0.0272	0.0198	288.0	
ENSG00000237877	LINC01473	near_coding_5kb	1	18	18.0	0.0273	0.0206	283.0	
ENSG00000293473	CENPBD1P	near_coding_5kb	1	18	18.0	0.0274	0.0266	528.0	
ENSG00000232732		near_coding_5kb	1	18	18.0	0.0276	0.0227	168.0	
ENSG00000297267		near_coding_5kb	1	18	18.0	0.0277	0.0238	221.0	
ENSG00000271931	PNRC1-DT	near_coding_5kb	1	19	19.0	0.0281	0.0196	248.0	
ENSG00000306693		near_coding_5kb	1	19	19.0	0.0286	0.0158	248.0	
ENSG00000294934		near_coding_5kb	1	18	18.0	0.0292	0.0236	328.0	
ENSG00000308462		near_coding_5kb	1	19	19.0	0.0298	0.0135	359.0	
ENSG00000263146		near_coding_5kb	1	18	18.0	0.0298	0.0222	448.0	
ENSG00000303292		near_coding_5kb	1	19	19.0	0.0299	0.0207	528.0	
ENSG00000289560		near_coding_5kb	1	18	18.0	0.0299	0.034	768.0	
ENSG00000296190		near_coding_5kb	1	18	18.0	0.03	0.0317	248.0	
ENSG00000308499	CCEPR	near_coding_5kb	1	18	18.0	0.03	0.0199	288.0	
ENSG00000289498		near_coding_5kb	1	18	18.0	0.0301	0.0236	168.0	
ENSG00000289110		near_coding_5kb	1	18	18.0	0.0302	0.0278	408.0	
ENSG00000305613		near_coding_5kb	1	18	18.0	0.0307	0.0278	328.0	
ENSG00000231473	RB1-DT	near_coding_5kb	1	19	19.0	0.0307	0.0258	187.0	
ENSG00000226172		near_coding_5kb	1	18	18.0	0.0308	0.0207	247.0	
ENSG00000287812		near_coding_5kb	2	18	18.0	0.0309	0.0162	290.0	
ENSG00000298878		near_coding_5kb	1	19	19.0	0.0312	0.0235	175.0	
ENSG00000306006		near_coding_5kb	1	19	19.0	0.0313	0.024	168.0	
ENSG00000250899		near_coding_5kb	1	18	18.0	0.0316	0.0233	528.0	
ENSG00000227477	STK4-DT	near_coding_5kb	1	18	18.0	0.0316	0.0276	229.0	
ENSG00000259439	LINC01833	near_coding_5kb	1	19	19.0	0.0318	0.0257	208.0	
ENSG00000234741	GAS5	near_coding_5kb	1	18	18.0	0.032	0.0254	608.0	
ENSG00000297835		near_coding_5kb	1	19	19.0	0.032	0.0267	248.0	
ENSG00000260572	PPM1L-DT	near_coding_5kb	1	19	19.0	0.0321	0.0329	368.0	
ENSG00000224592	MIR3659HG	near_coding_5kb	1	19	19.0	0.0321	0.029	168.0	
ENSG00000257052	PRPF19-DT	near_coding_5kb	1	19	19.0	0.0323	0.0262	648.0	
ENSG00000309064		near_coding_5kb	1	19	19.0	0.0325	0.0268	608.0	
ENSG00000306851		near_coding_5kb	1	18	18.0	0.0329	0.0242	195.0	
ENSG00000289589		near_coding_5kb	1	19	19.0	0.033	0.0265	242.0	
ENSG00000302763		near_coding_5kb	1	18	18.0	0.033	0.0282	389.0	
ENSG00000301170		near_coding_5kb	1	18	18.0	0.0331	0.0272	608.0	
ENSG00000297670		near_coding_5kb	1	18	18.0	0.0331	0.0286	375.0	
ENSG00000294051		near_coding_5kb	1	18	18.0	0.0332	0.0241	201.0	
ENSG00000245556		near_coding_5kb	1	19	19.0	0.0333	0.028	220.0	
ENSG00000288568	ZCCHC14-DT	near_coding_5kb	1	19	19.0	0.0334	0.0202	528.0	
ENSG00000307521		near_coding_5kb	1	18	18.0	0.0335	0.0104	448.0	
ENSG00000298859		near_coding_5kb	1	18	18.0	0.0336	0.0256	168.0	
ENSG00000289190		near_coding_5kb	1	19	19.0	0.0336	0.036	408.0	
ENSG00000285533	RELA-DT	near_coding_5kb	1	18	18.0	0.0336	0.0296	300.0	
ENSG00000289379		near_coding_5kb	1	18	18.0	0.0337	0.0232	288.0	
ENSG00000290026		near_coding_5kb	1	18	18.0	0.0337	0.0348	648.0	
ENSG00000306684		near_coding_5kb	1	19	19.0	0.0337	0.0331	168.0	
ENSG00000303882		near_coding_5kb	1	18	18.0	0.0338	0.0241	199.0	
ENSG00000294260		near_coding_5kb	1	18	18.0	0.034	0.0265	288.0	
ENSG00000309433		near_coding_5kb	1	18	18.0	0.034	0.026	448.0	
ENSG00000272081	FCHO2-DT	near_coding_5kb	1	19	19.0	0.034	0.0199	266.0	
ENSG00000293627		near_coding_5kb	1	18	18.0	0.0342	0.0284	288.0	
ENSG00000214546		near_coding_5kb	1	18	18.0	0.0343	0.026	321.0	
ENSG00000286503		near_coding_5kb	1	19	19.0	0.0343	0.0248	180.0	
ENSG00000302724		near_coding_5kb	1	19	19.0	0.0344	0.0181	199.0	
ENSG00000309737		near_coding_5kb	1	19	19.0	0.0344	0.0266	218.0	
ENSG00000297564		near_coding_5kb	1	19	19.0	0.0349	0.0337	260.0	
ENSG00000279249	SYNAGE	near_coding_5kb	1	18	18.0	0.0349	0.0292	368.0	
ENSG00000304056		near_coding_5kb	1	18	18.0	0.035	0.0333	288.0	
ENSG00000295641		near_coding_5kb	1	18	18.0	0.0353	0.0217	180.0	
ENSG00000250326		near_coding_5kb	1	19	19.0	0.0353	0.0362	208.0	
ENSG00000304945		near_coding_5kb	1	18	18.0	0.0358	0.0278	221.0	
ENSG00000255135	EMSY-DT	near_coding_5kb	1	19	19.0	0.036	0.0312	306.0	
ENSG00000233230		near_coding_5kb	1	19	19.0	0.0364	0.0266	288.0	
ENSG00000298060		near_coding_5kb	1	19	19.0	0.0364	0.034	288.0	
ENSG00000289302		near_coding_5kb	1	19	19.0	0.0365	0.0359	240.0	
ENSG00000287646		near_coding_5kb	1	18	18.0	0.0367	0.0285	208.0	
ENSG00000286585		near_coding_5kb	1	18	18.0	0.037	0.0212	449.0	
ENSG00000232028	PRKD3-DT	near_coding_5kb	1	18	18.0	0.0373	0.0395	248.0	
ENSG00000302826		near_coding_5kb	1	19	19.0	0.0373	0.0304	208.0	
ENSG00000279393		near_coding_5kb	1	18	18.0	0.0376	0.0217	208.0	
ENSG00000295157		near_coding_5kb	1	19	19.0	0.0376	0.0339	248.0	
ENSG00000308112		near_coding_5kb	1	18	18.0	0.0377	0.0275	168.0	
ENSG00000296557		near_coding_5kb	1	18	18.0	0.0378	0.0269	408.0	
ENSG00000258945		near_coding_5kb	1	19	19.0	0.0379	0.0255	202.0	
ENSG00000304696		near_coding_5kb	1	18	18.0	0.038	0.0392	248.0	
ENSG00000304865		near_coding_5kb	1	19	19.0	0.0384	0.0342	288.0	
ENSG00000260278		near_coding_5kb	1	19	19.0	0.0384	0.0485	368.0	
ENSG00000307934		near_coding_5kb	1	18	18.0	0.0398	0.0357	248.0	
ENSG00000259863	SH3RF3-AS1	near_coding_5kb	1	18	18.0	0.0398	0.0382	229.0	
ENSG00000296527		near_coding_5kb	1	19	19.0	0.0399	0.0309	178.0	
ENSG00000300691		near_coding_5kb	1	18	18.0	0.0399	0.0372	288.0	
ENSG00000289888		near_coding_5kb	1	18	18.0	0.0407	0.041	208.0	
ENSG00000305630		near_coding_5kb	1	18	18.0	0.0408	0.0394	488.0	
ENSG00000223475	VOPP1-DT	near_coding_5kb	1	18	18.0	0.0415	0.0398	151.0	
ENSG00000257526		near_coding_5kb	1	19	19.0	0.0415	0.0433	314.0	
ENSG00000301306		near_coding_5kb	1	18	18.0	0.0415	0.0387	568.0	
ENSG00000295807		near_coding_5kb	1	18	18.0	0.0421	0.0344	128.0	
ENSG00000300154		near_coding_5kb	1	19	19.0	0.0429	0.0484	208.0	
ENSG00000289293		near_coding_5kb	1	19	19.0	0.043	0.0465	208.0	
ENSG00000308008		near_coding_5kb	1	18	18.0	0.0433	0.0446	258.0	
ENSG00000287430		near_coding_5kb	1	18	18.0	0.0434	0.0402	300.0	
ENSG00000306027		near_coding_5kb	1	19	19.0	0.0437	0.0455	288.0	
ENSG00000214293	APTR	near_coding_5kb	1	18	18.0	0.0452	0.037	149.0	
ENSG00000261018		near_coding_5kb	1	18	18.0	0.0454	0.038	528.0	
ENSG00000289173		near_coding_5kb	1	18	18.0	0.0459	0.0433	288.0	
ENSG00000272686	WASL-DT	near_coding_5kb	1	18	18.0	0.0475	0.0421	208.0	
ENSG00000231249	ITPR1-DT	near_coding_5kb	1	19	19.0	0.0478	0.0529	273.0	
ENSG00000299466		near_coding_5kb	1	18	18.0	0.0484	0.0432	208.0	
ENSG00000227252	COPS8-DT	near_coding_5kb	1	18	18.0	0.0487	0.0508	426.0	
ENSG00000286427		near_coding_5kb	1	18	18.0	0.049	0.0494	168.0	
ENSG00000259663	ISL1-DT	near_coding_5kb	1	19	19.0	0.0492	0.0466	135.0	
ENSG00000303254		near_coding_5kb	1	18	18.0	0.0494	0.0461	294.0	
ENSG00000295191		near_coding_5kb	1	18	18.0	0.0496	0.0435	328.0	
ENSG00000308635		near_coding_5kb	1	18	18.0	0.0503	0.0591	254.0	
ENSG00000303205		near_coding_5kb	1	18	18.0	0.0505	0.0464	276.0	
ENSG00000294552		near_coding_5kb	1	18	18.0	0.0531	0.0463	288.0	
ENSG00000299722		near_coding_5kb	1	19	19.0	0.054	0.0568	189.0	
ENSG00000183242	WT1-AS	near_coding_5kb	1	19	19.0	0.0545	0.0534	175.0	
ENSG00000305441		near_coding_5kb	1	18	18.0	0.0546	0.0577	283.0	
ENSG00000257135	ODC1-DT	near_coding_5kb	1	18	18.0	0.0556	0.0572	128.0	
ENSG00000287850		near_coding_5kb	1	18	18.0	0.0557	0.0567	174.0	
ENSG00000305433		near_coding_5kb	1	18	18.0	0.0733	0.0704	128.0	
ENSG00000282977	PCBP2-OT1	sense_overlapping	1	19	19.0	0.0058	0.0058	368.0	ENSG00000197111
ENSG00000302574		sense_overlapping	1	19	19.0	0.0101	0.0082	408.0	ENSG00000005483
ENSG00000256654		sense_overlapping	1	19	19.0	0.0101	0.0061	526.0	ENSG00000111262
ENSG00000285410	GABPB1-IT1	sense_overlapping	1	19	19.0	0.0104	0.0066	608.0	ENSG00000104064
ENSG00000295444		sense_overlapping	1	19	19.0	0.0109	0.0069	448.0	ENSG00000285827
ENSG00000212694	LINC01089	sense_overlapping	1	18	18.0	0.0111	0.0064	408.0	ENSG00000139725
ENSG00000257622		sense_overlapping	1	19	19.0	0.0114	0.0099	252.0	ENSG00000183828,ENSG00000184916
ENSG00000272884		sense_overlapping	3	18	18.0	0.0114	0.0048	728.0	ENSG00000161958,ENSG00000170175
ENSG00000307633		sense_overlapping	1	18	18.0	0.0134	0.0088	448.0	ENSG00000197077
ENSG00000273333		sense_overlapping	1	18	18.0	0.0135	0.0118	265.0	ENSG00000204304
ENSG00000272801		sense_overlapping	1	19	19.0	0.0137	0.0113	231.0	ENSG00000105997,ENSG00000106006
ENSG00000285846		sense_overlapping	1	19	19.0	0.0137	0.0111	269.0	ENSG00000095596,ENSG00000187553
ENSG00000260417		sense_overlapping	1	18	18.0	0.0141	0.0111	448.0	ENSG00000131149
ENSG00000288748		sense_overlapping	1	18	18.0	0.0142	0.0101	328.0	ENSG00000132510
ENSG00000251621		sense_overlapping	1	19	19.0	0.0143	0.0131	186.0	ENSG00000136535,ENSG00000144290
ENSG00000257178		sense_overlapping	2	19	18.5	0.0148	0.0076	608.0	ENSG00000120093
ENSG00000264772		sense_overlapping	2	19	19.0	0.0149	0.0122	328.0	ENSG00000129226,ENSG00000161960,ENSG00000277957
ENSG00000263126		sense_overlapping	3	19	19.0	0.0152	0.008	408.0	ENSG00000038358,ENSG00000188038
ENSG00000291088	NPEPPSP1	sense_overlapping	1	19	19.0	0.0154	0.0111	248.0	ENSG00000274611
ENSG00000270059		sense_overlapping	1	19	19.0	0.0166	0.0118	248.0	ENSG00000151276
ENSG00000285314		sense_overlapping	3	19	18.67	0.0167	0.0124	202.0	ENSG00000099949,ENSG00000183773
ENSG00000286635		sense_overlapping	1	19	19.0	0.0168	0.0117	328.0	ENSG00000078328
ENSG00000260899		sense_overlapping	2	19	18.5	0.0168	0.0158	168.0	ENSG00000080603,ENSG00000156873,ENSG00000281991,ENSG00000282034
ENSG00000273637		sense_overlapping	1	18	18.0	0.0169	0.0168	292.0	ENSG00000116954,ENSG00000131233,ENSG00000214114
ENSG00000273433		sense_overlapping	1	19	19.0	0.017	0.0134	203.0	ENSG00000105997,ENSG00000106004,ENSG00000106006,ENSG00000197576
ENSG00000295464		sense_overlapping	1	19	19.0	0.0178	0.0109	269.0	ENSG00000285827
ENSG00000272084		sense_overlapping	2	19	18.5	0.0179	0.0134	928.0	ENSG00000127481
ENSG00000270012		sense_overlapping	1	18	18.0	0.0182	0.0107	288.0	ENSG00000049769
ENSG00000262880		sense_overlapping	1	18	18.0	0.0185	0.0156	161.0	ENSG00000161958,ENSG00000181284,ENSG00000181323,ENSG00000184560,ENSG00000283439
ENSG00000258583		sense_overlapping	1	18	18.0	0.0192	0.0173	168.0	ENSG00000165617
ENSG00000290439	HSD17B7P2	sense_overlapping	1	18	18.0	0.0192	0.0161	201.0	ENSG00000283930
ENSG00000290894	PCDHB18P	sense_overlapping	1	18	18.0	0.0194	0.0135	768.0	ENSG00000279983
ENSG00000294253		sense_overlapping	1	19	19.0	0.0197	0.0088	349.0	ENSG00000102935
ENSG00000291193		sense_overlapping	1	18	18.0	0.0201	0.0164	288.0	ENSG00000290217
ENSG00000289612		sense_overlapping	1	18	18.0	0.0201	0.0156	208.0	ENSG00000162631
ENSG00000257242	LINC01619	sense_overlapping	1	18	18.0	0.0207	0.0143	208.0	ENSG00000133639
ENSG00000276744		sense_overlapping	1	19	19.0	0.0209	0.0144	848.0	ENSG00000169375
ENSG00000283662		sense_overlapping	1	18	18.0	0.0215	0.0135	257.0	ENSG00000188322
ENSG00000273046		sense_overlapping	1	18	18.0	0.0216	0.0149	608.0	ENSG00000172789,ENSG00000197757,ENSG00000198353,ENSG00000273049
ENSG00000288744		sense_overlapping	1	19	19.0	0.0218	0.0157	448.0	ENSG00000139372
ENSG00000275484		sense_overlapping	1	18	18.0	0.0219	0.0138	408.0	ENSG00000172613
ENSG00000279738		sense_overlapping	1	18	18.0	0.0226	0.0136	648.0	ENSG00000100129
ENSG00000300378		sense_overlapping	1	19	19.0	0.0227	0.0162	228.0	ENSG00000142856
ENSG00000277581		sense_overlapping	1	18	18.0	0.0229	0.0152	288.0	ENSG00000101452
ENSG00000306985		sense_overlapping	1	18	18.0	0.0234	0.0158	248.0	ENSG00000141337
ENSG00000254048		sense_overlapping	1	18	18.0	0.0234	0.0188	248.0	ENSG00000198846
ENSG00000263917		sense_overlapping	1	18	18.0	0.0234	0.0174	154.0	ENSG00000101695,ENSG00000134758
ENSG00000297575		sense_overlapping	1	18	18.0	0.0238	0.0144	328.0	ENSG00000153815
ENSG00000266929		sense_overlapping	1	18	18.0	0.024	0.0174	147.0	ENSG00000068120,ENSG00000108784,ENSG00000108786
ENSG00000180953	ST20	sense_overlapping	1	18	18.0	0.0243	0.0166	210.0	ENSG00000259332
ENSG00000273189		sense_overlapping	1	19	19.0	0.0251	0.0148	568.0	ENSG00000090554,ENSG00000142541
ENSG00000282907		sense_overlapping	1	18	18.0	0.0255	0.0222	408.0	ENSG00000007541,ENSG00000257108
ENSG00000306752		sense_overlapping	1	19	19.0	0.0266	0.0155	408.0	ENSG00000167182
ENSG00000291078		sense_overlapping	1	18	18.0	0.0275	0.0228	230.0	ENSG00000125037
ENSG00000232536		sense_overlapping	1	19	19.0	0.0276	0.0234	248.0	ENSG00000143367
ENSG00000306511		sense_overlapping	1	18	18.0	0.0285	0.0192	288.0	ENSG00000172987
ENSG00000283341		sense_overlapping	1	18	18.0	0.0295	0.0141	367.0	ENSG00000149084
ENSG00000290045		sense_overlapping	1	19	19.0	0.0301	0.0123	288.0	ENSG00000084623
ENSG00000305069		sense_overlapping	1	18	18.0	0.0319	0.0214	168.0	ENSG00000137076
ENSG00000288656		sense_overlapping	1	18	18.0	0.0334	0.0315	128.0	ENSG00000196502,ENSG00000197165
ENSG00000256100		sense_overlapping	1	18	18.0	0.0359	0.0304	168.0	ENSG00000167770,ENSG00000176340
ENSG00000307375		sense_overlapping	1	18	18.0	0.0359	0.0336	128.0	ENSG00000162367
ENSG00000268670		sense_overlapping	1	18	18.0	0.0376	0.033	248.0	ENSG00000178951
ENSG00000310577		sense_overlapping	1	19	19.0	0.0384	0.0315	167.0	ENSG00000166925,ENSG00000185955
ENSG00000289935		sense_overlapping	1	19	19.0	0.0418	0.0436	168.0	ENSG00000198837
ENSG00000303056		sense_overlapping	1	19	19.0	0.0451	0.0358	190.0	ENSG00000183337
ENSG00000297772		sense_overlapping	1	18	18.0	0.0476	0.0471	168.0	ENSG00000088930
ENSG00000263717		sense_overlapping	1	18	18.0	0.0566	0.0536	274.0	ENSG00000176658
ENSG00000293413		unknown	1	18	18.0	0.0074	0.0061	492.0	
ENSG00000157306		unknown	1	19	19.0	0.0111	0.0091	528.0	
ENSG00000253123		unknown	1	19	19.0	0.0127	0.0069	528.0	
ENSG00000259700		unknown	1	18	18.0	0.0135	0.0101	448.0	
ENSG00000232021		unknown	1	18	18.0	0.0136	0.0125	258.0	
ENSG00000271434		unknown	1	19	19.0	0.0353	0.0224	159.0	
