core_id	gene_bare	gene_name	source_gene_id	ref_chrom	ref_start	ref_end	ref_strand	reference_core_length	mean_reference_island_length	overlap_category	coding_partners	n_species_accepted	n_species_d_le_0.05	n_species_d_le_0.04	n_species_d_le_0.03	n_species_d_le_0.02	n_species_d_le_0.01	mean_dist	median_dist	max_dist	mean_aligned_length	median_aligned_length	species_present
ENSG00000295464_core_1	ENSG00000295464		U_ENSG00000295464.1	chr11	118435908	118436177	+	269	269.0	sense_overlapping	ENSG00000285827	19	18	18	17	15	2	0.0178	0.0109	0.0675	236.6	266.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295484_core_1	ENSG00000295484		U_ENSG00000295484.1	chr6	14291037	14291285	-	248	241.3	intergenic	.	18	18	18	18	18	1	0.0128	0.0112	0.0194	231.7	246.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295516_core_3	ENSG00000295516		U_ENSG00000295516.1	chr5	108748327	108748655	-	328	328.0	antisense	ENSG00000151422	18	17	15	11	8	1	0.0254	0.0218	0.0673	265.4	272.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295546_core_1	ENSG00000295546		U_ENSG00000295546.1	chr20	56626231	56626479	-	248	248.0	antisense	ENSG00000087510	19	16	13	9	6	1	0.036	0.0359	0.0959	210.5	235.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295616_core_1	ENSG00000295616		U_ENSG00000295616.1	chr16	49312714	49313000	-	286	286.0	intergenic	.	17	15	14	14	12	3	0.0246	0.0147	0.0884	222.4	244.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000295641_core_1	ENSG00000295641		U_ENSG00000295641.1	chr10	100730888	100731068	+	180	180.0	near_coding_5kb	.	18	13	12	11	6	0	0.0353	0.0217	0.0789	152.6	170.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295683_core_3	ENSG00000295683		U_ENSG00000295683.1	chr15	32346232	32346388	-	156	156.0	intergenic	.	17	10	6	4	0	0	0.0434	0.0435	0.0697	137.0	144.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295753_core_1	ENSG00000295753		U_ENSG00000295753.1	chr4	138242237	138242504	+	267	267.0	antisense	ENSG00000151012	18	18	18	17	16	1	0.0151	0.0126	0.0375	215.6	228.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295807_core_1	ENSG00000295807		U_ENSG00000295807.1	chr5	168579719	168579847	+	128	128.0	near_coding_5kb	.	18	15	14	4	0	0	0.0421	0.0344	0.0918	121.3	121.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295813_core_1	ENSG00000295813		U_ENSG00000295813.1	chr11	47642316	47642516	+	200	200.0	antisense	ENSG00000109919	17	16	16	16	16	0	0.0168	0.0135	0.0596	184.8	197.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295820_core_1	ENSG00000295820		U_ENSG00000295820.1	chr12	56104038	56104326	-	288	288.0	antisense	ENSG00000257411	17	16	15	11	11	1	0.0252	0.0147	0.0917	262.8	283.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295822_core_1	ENSG00000295822		U_ENSG00000295822.1	chr15	44956382	44956750	-	368	368.0	antisense	ENSG00000167014	19	16	16	16	10	1	0.0256	0.0196	0.0803	250.7	248.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295838_core_2	ENSG00000295838		U_ENSG00000295838.1	chr13	112057888	112058180	+	292	292.0	intergenic	.	17	13	13	13	12	1	0.0291	0.0151	0.0892	248.6	286.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000295846_core_1	ENSG00000295846		U_ENSG00000295846.1	chr12	7018404	7018612	+	208	208.0	antisense+sense	ENSG00000111684,ENSG00000182326	19	19	19	17	15	0	0.0192	0.0177	0.0364	190.8	200.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295871_core_1	ENSG00000295871		U_ENSG00000295871.1	chr13	50123868	50124116	-	248	248.0	intergenic	.	19	17	15	15	10	1	0.0251	0.0185	0.0666	223.0	245.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295881_core_1	ENSG00000295881		U_ENSG00000295881.1	chr1	38614047	38614390	-	343	343.0	intergenic	.	19	18	17	16	13	6	0.0191	0.0109	0.0619	273.6	283.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000295897_core_1	ENSG00000295897		U_ENSG00000295897.1	chr4	108172876	108173204	-	328	328.0	near_coding_5kb	.	17	13	11	8	3	0	0.0365	0.0308	0.0901	247.9	240.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000295934_core_2	ENSG00000295934		U_ENSG00000295934.1	chr7	105532104	105532357	-	253	253.0	antisense	ENSG00000135249	18	18	17	17	11	1	0.0208	0.0175	0.0403	218.5	233.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000295937_core_1	ENSG00000295937		U_ENSG00000295937.1	chr15	84435874	84435994	-	120	120.0	intergenic	.	17	7	4	1	0	0	0.055	0.0552	0.0833	107.0	107.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7
ENSG00000295970_core_1	ENSG00000295970		U_ENSG00000295970.1	chr1	120701165	120701333	-	168	168.0	intergenic	.	17	15	12	10	0	0	0.0335	0.0294	0.0569	157.9	167.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000296011_core_1	ENSG00000296011		U_ENSG00000296011.1	chr7	39949642	39949890	+	248	248.0	near_coding_5kb	.	17	15	13	13	6	0	0.0256	0.0216	0.0572	192.1	212.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296014_core_1	ENSG00000296014		U_ENSG00000296014.1	chr7	73175422	73175550	-	128	128.0	sense_overlapping	ENSG00000274570	17	13	10	1	0	0	0.0473	0.0395	0.0989	102.9	112.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000296033_core_1	ENSG00000296033		U_ENSG00000296033.1	chr1	120665135	120665583	+	448	448.0	intergenic	.	19	18	18	17	16	3	0.0162	0.0119	0.0583	313.7	345.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296081_core_1	ENSG00000296081		U_ENSG00000296081.1	chr14	61148170	61148329	+	159	159.0	intergenic	.	18	18	17	17	13	0	0.0194	0.0171	0.0443	144.8	159.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296154_core_2	ENSG00000296154		U_ENSG00000296154.1	chr16	75433189	75433597	+	408	408.0	antisense	ENSG00000153774,ENSG00000261717	19	19	19	18	10	5	0.0182	0.0185	0.0353	316.2	373.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296190_core_1	ENSG00000296190		U_ENSG00000296190.1	chr19	40191126	40191374	-	248	248.0	near_coding_5kb	.	18	18	17	7	3	0	0.03	0.0317	0.0497	213.2	235.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296265_core_1	ENSG00000296265		U_ENSG00000296265.1	chr6	44387780	44388028	-	248	248.0	antisense	ENSG00000096401	18	15	15	15	14	0	0.0241	0.0148	0.0815	201.6	234.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296320_core_1	ENSG00000296320		U_ENSG00000296320.1	chr10	72272864	72273232	+	368	368.0	near_coding_5kb	.	17	14	14	14	9	0	0.0281	0.02	0.0946	266.1	279.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296320_core_2	ENSG00000296320		U_ENSG00000296320.1	chr10	72273384	72273632	+	248	248.0	near_coding_5kb	.	17	14	11	8	6	1	0.0331	0.0332	0.0659	193.2	219.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7
ENSG00000296432_core_1	ENSG00000296432		U_ENSG00000296432.1	chr17	76721324	76721448	+	124	124.0	antisense	ENSG00000070495	18	16	16	14	0	0	0.0316	0.0252	0.0853	112.3	120.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296491_core_4	ENSG00000296491		U_ENSG00000296491.1	chr2	89626166	89626326	-	160	160.0	intergenic	.	18	18	18	17	13	0	0.0179	0.0168	0.0326	155.9	160.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296510_core_1	ENSG00000296510		U_ENSG00000296510.1	chr9	124940518	124940886	-	368	368.0	sense_overlapping	ENSG00000136935	17	17	17	17	15	5	0.0132	0.0113	0.029	310.1	311.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296524_core_1	ENSG00000296524	NCF1C	U_ENSG00000296524.1	chr7	75156587	75156835	-	248	248.0	intergenic	.	17	13	10	10	6	1	0.0359	0.0252	0.0875	222.6	243.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000296527_core_1	ENSG00000296527		U_ENSG00000296527.1	chr11	119057453	119057631	+	178	178.0	near_coding_5kb	.	19	15	13	6	1	0	0.0399	0.0309	0.0909	167.8	173.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296557_core_1	ENSG00000296557		U_ENSG00000296557.1	chr7	76302165	76302573	+	408	408.0	near_coding_5kb	.	18	13	11	9	8	1	0.0378	0.0269	0.0828	232.2	281.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296576_core_1	ENSG00000296576		U_ENSG00000296576.1	chr6	37102482	37102674	+	192	192.0	intergenic	.	18	16	16	16	14	0	0.0239	0.0152	0.0863	177.2	189.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296592_core_2	ENSG00000296592		U_ENSG00000296592.1	chr10	128716280	128716728	+	448	448.0	intergenic	.	17	12	12	10	9	2	0.0344	0.0173	0.0961	282.1	280.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296619_core_1	ENSG00000296619		U_ENSG00000296619.1	chr6	40889949	40890197	+	248	248.0	intergenic	.	17	13	12	10	8	1	0.0328	0.0216	0.0748	196.4	240.0	HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296642_core_2	ENSG00000296642		U_ENSG00000296642.1	chr1	120494259	120494460	-	201	201.0	near_coding_5kb	.	19	18	16	16	14	0	0.0232	0.0174	0.088	189.2	198.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296659_core_1	ENSG00000296659		U_ENSG00000296659.1	chr15	23433238	23433453	+	215	215.0	near_coding_5kb	.	19	19	16	16	16	0	0.0196	0.0148	0.0491	208.5	211.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296669_core_1	ENSG00000296669		U_ENSG00000296669.1	chr17	63741568	63741696	+	128	128.0	antisense	ENSG00000125695,ENSG00000266173	17	11	10	7	0	0	0.0467	0.0342	0.0907	113.4	126.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,mm39,rheMac10,rn7,susScr11
ENSG00000296676_core_1	ENSG00000296676		U_ENSG00000296676.1	chr12	3492918	3493486	-	568	568.0	antisense	ENSG00000111218	18	17	17	15	14	9	0.0164	0.0104	0.0559	397.2	363.5	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296693_core_1	ENSG00000296693		U_ENSG00000296693.1	chr10	75211153	75211401	-	248	248.0	antisense	ENSG00000165637	17	15	14	13	6	0	0.029	0.0255	0.0717	193.5	191.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296808_core_1	ENSG00000296808		U_ENSG00000296808.1	chr15	84352156	84352276	+	120	120.0	intergenic	.	19	7	3	0	0	0	0.0571	0.0568	0.0833	102.3	107.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296811_core_3	ENSG00000296811		U_ENSG00000296811.1	chr10	72248372	72248820	-	448	448.0	intergenic	.	17	16	15	12	9	1	0.025	0.0192	0.0654	186.3	163.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296830_core_2	ENSG00000296830		U_ENSG00000296830.1	chr11	63812875	63813364	-	489	489.0	near_coding_5kb	.	17	15	14	14	10	7	0.0223	0.0135	0.0656	383.5	452.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296918_core_2	ENSG00000296918		U_ENSG00000296918.1	chr19	13847075	13847523	-	448	448.0	intergenic	.	17	15	15	15	14	10	0.017	0.008	0.0784	339.5	380.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296951_core_1	ENSG00000296951		U_ENSG00000296951.1	chr16	28822669	28822961	+	292	292.0	near_coding_5kb	.	18	18	18	17	15	1	0.0158	0.0122	0.0367	285.4	295.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296987_core_2	ENSG00000296987		U_ENSG00000296987.1	chr20	43513852	43514003	-	151	151.0	antisense	ENSG00000185513,ENSG00000288000	19	15	15	14	3	0	0.0325	0.022	0.0828	148.6	152.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000296989_core_1	ENSG00000296989		U_ENSG00000296989.1	chrX	30652850	30653138	-	288	288.0	near_coding_5kb	.	18	15	15	13	10	0	0.0272	0.0198	0.0709	261.8	266.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000297073_core_2	ENSG00000297073		U_ENSG00000297073.1	chr20	20364655	20365023	-	368	368.0	antisense	ENSG00000089101	17	13	10	7	3	0	0.0401	0.0333	0.0887	219.7	226.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297096_core_1	ENSG00000297096		U_ENSG00000297096.1	chr8	131039351	131039610	+	259	259.0	antisense	ENSG00000155897	18	16	14	14	14	11	0.0206	0.0092	0.0877	207.1	256.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000297150_core_2	ENSG00000297150		U_ENSG00000297150.1	chr7	73742754	73743268	+	514	514.0	antisense	ENSG00000106077	18	13	13	13	11	9	0.0292	0.0105	0.0828	327.8	326.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297171_core_1	ENSG00000297171		U_ENSG00000297171.1	chr14	37588306	37588514	+	208	208.0	near_coding_5kb	.	18	15	15	14	13	0	0.0265	0.0166	0.0836	189.6	206.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000297204_core_2	ENSG00000297204		U_ENSG00000297204.1	chr5	56814831	56815239	-	408	408.0	near_coding_5kb	.	19	19	17	16	14	1	0.0176	0.012	0.0481	350.6	361.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297244_core_1	ENSG00000297244		U_ENSG00000297244.1	chr1	155746004	155746140	+	136	136.0	antisense	ENSG00000116580	17	17	17	14	1	0	0.0254	0.0246	0.0329	135.5	136.0	HLbalEde1,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297267_core_1	ENSG00000297267		U_ENSG00000297267.1	chr15	51681208	51681429	-	221	221.0	near_coding_5kb	.	18	17	15	14	6	0	0.0277	0.0238	0.0737	178.9	202.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297292_core_1	ENSG00000297292		U_ENSG00000297292.1	chr10	73888801	73888969	+	168	168.0	intergenic	.	18	12	12	10	3	0	0.0457	0.0277	0.094	152.6	164.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000297299_core_1	ENSG00000297299		U_ENSG00000297299.1	chr1	75614490	75615258	-	768	768.0	near_coding_5kb	.	19	18	16	13	9	7	0.023	0.0264	0.056	393.6	251.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297327_core_1	ENSG00000297327		U_ENSG00000297327.1	chr12	106357587	106357835	-	248	248.0	antisense	ENSG00000013503	18	15	15	10	4	0	0.0316	0.0262	0.0703	199.7	209.5	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297359_core_2	ENSG00000297359		U_ENSG00000297359.1	chr2	119759644	119759839	-	195	195.0	near_coding_5kb	.	19	19	19	19	15	0	0.0177	0.0163	0.0248	187.1	195.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000297403_core_1	ENSG00000297403		U_ENSG00000297403.1	chr10	101135961	101136089	-	128	128.0	antisense	ENSG00000107807	17	17	17	15	2	0	0.0227	0.0208	0.0364	119.8	127.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,susScr11
ENSG00000297406_core_1	ENSG00000297406		U_ENSG00000297406.1	chr1	145093047	145093246	+	199	199.0	antisense	ENSG00000196369	18	17	16	15	14	0	0.0193	0.0132	0.0642	171.6	197.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000297406_core_3	ENSG00000297406		U_ENSG00000297406.1	chr1	145095337	145095585	+	248	248.0	antisense	ENSG00000196369	17	7	6	6	3	0	0.0475	0.0536	0.0792	183.6	185.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rn7,susScr11
