gene_bare	gene_name	overlap_category	coding_partners	n_cores	max_species_accepted	mean_species_per_core	best_mean_dist	best_median_dist	max_reference_core_length	max_species_d_le_0_05	max_species_d_le_0_04	max_species_d_le_0_03	max_species_d_le_0_02	max_species_d_le_0_01
ENSG00000237499	WAKMAR2	antisense	ENSG00000118503	1	17	17.0	0.0389	0.0383	168	14	10	4	1	0
ENSG00000232878	DPYD-AS1	antisense	ENSG00000188641	1	17	17.0	0.0392	0.0353	121	12	12	3	0	0
ENSG00000225891	DHDDS-AS1	antisense	ENSG00000117682	1	19	19.0	0.0393	0.0338	186	12	10	9	8	0
ENSG00000236838		antisense	ENSG00000070366	1	17	17.0	0.0395	0.0363	168	14	10	6	0	0
ENSG00000300785		antisense	ENSG00000110675	1	19	19.0	0.0397	0.0272	128	15	14	10	2	0
ENSG00000293802		antisense	ENSG00000011465	1	17	17.0	0.0397	0.0254	248	12	12	11	6	0
ENSG00000233485	FHAD1-AS1	antisense	ENSG00000142621	1	17	17.0	0.0398	0.0259	528	10	10	10	7	1
ENSG00000293505	GNRHR2	antisense	ENSG00000265241,ENSG00000289565	1	18	18.0	0.04	0.024	528	11	11	11	9	2
ENSG00000297073		antisense	ENSG00000089101	1	17	17.0	0.0401	0.0333	368	13	10	7	3	0
ENSG00000250600		antisense	ENSG00000145491,ENSG00000145495	1	17	17.0	0.0402	0.0381	174	14	11	2	1	0
ENSG00000293759		antisense	ENSG00000128965	1	17	17.0	0.0402	0.0376	328	15	10	4	1	0
ENSG00000241269		antisense	ENSG00000182095	1	19	19.0	0.0407	0.034	337	14	11	8	2	0
ENSG00000235296		antisense	ENSG00000183010,ENSG00000185105,ENSG00000185269	1	17	17.0	0.0407	0.0298	168	13	11	9	2	0
ENSG00000269961		antisense	ENSG00000112851	1	18	18.0	0.0408	0.0353	127	14	13	3	0	0
ENSG00000302970		antisense	ENSG00000168724	1	17	17.0	0.0408	0.0416	124	15	8	0	0	0
ENSG00000295329		antisense	ENSG00000096093,ENSG00000170915	1	19	19.0	0.0408	0.0413	168	15	9	2	1	0
ENSG00000294981		antisense	ENSG00000181449	1	18	18.0	0.0409	0.0416	288	12	9	4	2	0
ENSG00000286562		antisense	ENSG00000112335	1	18	18.0	0.041	0.0356	253	13	10	7	2	0
ENSG00000301872		antisense	ENSG00000140386	1	19	19.0	0.0411	0.0406	163	17	7	1	0	0
ENSG00000289230		antisense	ENSG00000109906	1	17	17.0	0.0411	0.0449	448	13	8	5	3	0
ENSG00000302830		antisense	ENSG00000170122,ENSG00000172785	1	17	17.0	0.0415	0.0311	488	10	9	8	7	1
ENSG00000259426		antisense	ENSG00000137807,ENSG00000137818,ENSG00000137819	1	18	18.0	0.0416	0.0344	623	10	10	8	1	1
ENSG00000287727		antisense	ENSG00000142655	1	18	18.0	0.0416	0.0294	248	12	10	9	4	1
ENSG00000250740		antisense	ENSG00000168743	1	18	18.0	0.0416	0.0347	236	13	10	7	2	0
ENSG00000233554		antisense	ENSG00000086062	1	19	19.0	0.0416	0.0282	121	15	14	11	0	0
ENSG00000286248		antisense	ENSG00000089041	1	17	17.0	0.0418	0.0291	248	11	10	9	1	1
ENSG00000233246	PHC2-AS1	antisense	ENSG00000134686	1	17	17.0	0.0418	0.0429	208	16	5	2	1	0
ENSG00000285848		antisense	ENSG00000103196	1	19	19.0	0.0418	0.0328	277	14	12	7	2	1
ENSG00000266053		antisense	ENSG00000101745,ENSG00000178127	1	19	19.0	0.0419	0.0399	191	14	10	8	1	0
ENSG00000226754	MAGOH-DT	antisense	ENSG00000157193	1	18	18.0	0.0419	0.0398	408	12	9	8	5	1
ENSG00000233739		antisense	ENSG00000100151	1	19	19.0	0.042	0.0266	168	14	11	11	2	0
ENSG00000290834	FKBP6P2	antisense	ENSG00000178809	1	17	17.0	0.042	0.0362	240	12	10	6	0	0
ENSG00000298361		antisense	ENSG00000167535	1	18	18.0	0.0423	0.0368	217	14	10	4	1	0
ENSG00000304038		antisense	ENSG00000162585	1	17	17.0	0.0427	0.0418	325	12	8	5	1	0
ENSG00000176912		antisense	ENSG00000079101,ENSG00000176890	1	18	18.0	0.0428	0.0256	276	11	10	10	5	0
ENSG00000263843	MIF4GD-DT	antisense	ENSG00000125454	1	17	17.0	0.0428	0.0411	248	15	6	2	1	1
ENSG00000232909		antisense	ENSG00000157343	1	18	18.0	0.0428	0.0446	408	10	7	5	2	1
ENSG00000287041		antisense	ENSG00000182329	1	17	17.0	0.0429	0.0295	210	12	10	9	6	0
ENSG00000258727		antisense	ENSG00000092051,ENSG00000213983	1	17	17.0	0.0429	0.0368	150	13	10	5	1	0
ENSG00000287463		antisense	ENSG00000152128	1	17	17.0	0.0429	0.0419	168	13	6	4	1	0
ENSG00000177112	IRAG1-AS1	antisense	ENSG00000072952,ENSG00000133800	1	17	17.0	0.043	0.0405	168	12	8	2	1	0
ENSG00000226648	PLCG1-AS1	antisense	ENSG00000124181,ENSG00000198900	1	18	18.0	0.043	0.0387	156	15	10	4	1	0
ENSG00000288727		antisense	ENSG00000126883	1	17	17.0	0.0432	0.0435	448	11	8	6	1	1
ENSG00000232973	CYP1B1-AS1	antisense	ENSG00000138061	1	18	18.0	0.0432	0.0384	288	13	10	7	4	1
ENSG00000294769		antisense	ENSG00000103034	1	18	18.0	0.0433	0.0396	208	12	9	4	1	0
ENSG00000287765		antisense	ENSG00000100926,ENSG00000254692	1	17	17.0	0.0434	0.0398	128	13	9	1	0	0
ENSG00000244161	FLNB-AS1	antisense	ENSG00000136068	1	17	17.0	0.0434	0.0328	288	10	9	8	7	1
ENSG00000235016	SEMA3F-AS1	antisense	ENSG00000001617,ENSG00000003756	1	17	17.0	0.0434	0.0352	245	11	10	7	2	0
ENSG00000282527		antisense	ENSG00000113966	1	17	17.0	0.0437	0.0351	238	13	12	5	2	0
ENSG00000304550		antisense	ENSG00000136682,ENSG00000184492	1	18	18.0	0.0441	0.0369	561	10	9	8	7	1
ENSG00000304310		antisense	ENSG00000197978	1	18	18.0	0.0444	0.037	226	13	10	3	1	0
ENSG00000182057		antisense	ENSG00000100207	1	17	17.0	0.0445	0.042	122	12	7	4	1	0
ENSG00000301767		antisense	ENSG00000100412	1	17	17.0	0.0445	0.0474	448	11	6	5	4	1
ENSG00000260593		antisense	ENSG00000140832	1	17	17.0	0.0445	0.0453	162	10	7	3	1	0
ENSG00000230424	EMC1-AS1	antisense	ENSG00000127463	1	18	18.0	0.0448	0.0322	190	11	10	7	1	0
ENSG00000267607	ICAM4-AS1	antisense	ENSG00000090339,ENSG00000105371	1	18	18.0	0.0449	0.034	185	13	10	4	1	0
ENSG00000270361		antisense	ENSG00000163344	1	17	17.0	0.0449	0.0427	728	11	8	6	3	0
ENSG00000273406		antisense	ENSG00000134250	1	19	19.0	0.0449	0.0429	168	13	9	2	1	0
ENSG00000287934		antisense	ENSG00000173120	1	17	17.0	0.045	0.035	208	9	9	6	3	0
ENSG00000255966	GAPDH-DT	antisense	ENSG00000010292	1	17	17.0	0.0452	0.0414	208	9	8	6	1	0
ENSG00000254693	CD82-AS1	antisense	ENSG00000085117	1	17	17.0	0.0459	0.0422	208	10	8	6	2	0
ENSG00000249252		antisense	ENSG00000137449,ENSG00000163145	1	18	18.0	0.046	0.0441	193	13	4	1	1	0
ENSG00000299297		antisense	ENSG00000137876	1	18	18.0	0.0462	0.0392	528	12	10	6	3	0
ENSG00000301854		antisense	ENSG00000085185	1	17	17.0	0.0463	0.0425	168	11	6	4	1	0
ENSG00000260808		antisense	ENSG00000110075	1	17	17.0	0.0463	0.0361	243	12	9	3	0	0
ENSG00000250073	ESAM-AS1	antisense	ENSG00000149564	1	18	18.0	0.0465	0.0359	408	11	10	6	3	0
ENSG00000256312		antisense	ENSG00000182870	1	17	17.0	0.0465	0.0361	316	12	10	4	1	0
ENSG00000296669		antisense	ENSG00000125695,ENSG00000266173	1	17	17.0	0.0467	0.0342	128	11	10	7	0	0
ENSG00000229839		antisense	ENSG00000173163	1	17	17.0	0.0472	0.0455	272	9	6	6	2	0
ENSG00000289028		antisense	ENSG00000185418	1	17	17.0	0.0473	0.0462	368	11	7	2	1	0
ENSG00000256699		antisense	ENSG00000151952	1	17	17.0	0.0476	0.0357	248	12	9	7	1	0
ENSG00000304312		antisense	ENSG00000178031	1	18	18.0	0.0479	0.0466	408	9	8	5	2	1
ENSG00000253549		antisense	ENSG00000104267,ENSG00000164879	1	17	17.0	0.048	0.0408	128	10	8	3	1	0
ENSG00000236618	PITPNA-AS1	antisense	ENSG00000174238	1	17	17.0	0.0485	0.0477	168	10	5	1	1	0
ENSG00000230695	FN1-DT	antisense	ENSG00000115414	1	17	17.0	0.0488	0.0338	128	10	9	8	0	0
ENSG00000236200	KDM4A-AS1	antisense	ENSG00000066135,ENSG00000126091	1	18	18.0	0.0489	0.0458	201	11	4	1	1	0
ENSG00000255856		antisense	ENSG00000110987	1	17	17.0	0.049	0.042	288	9	7	5	1	0
ENSG00000236866	TENT5C-DT	antisense	ENSG00000183508	1	17	17.0	0.0496	0.0442	131	11	7	3	0	0
ENSG00000307921		antisense	ENSG00000138759	1	18	18.0	0.0498	0.0406	133	12	7	1	0	0
ENSG00000261183	SPINT1-AS1	antisense	ENSG00000166145	1	17	17.0	0.0504	0.0489	169	9	5	3	2	0
ENSG00000299525		antisense	ENSG00000205302	1	17	17.0	0.0514	0.0394	203	9	9	5	0	0
ENSG00000275516		antisense	ENSG00000167291	1	17	17.0	0.0518	0.0477	448	9	6	2	1	1
ENSG00000300477		antisense	ENSG00000064933,ENSG00000187699	1	17	17.0	0.052	0.051	195	8	4	1	1	0
ENSG00000289837		antisense	ENSG00000101166	1	19	19.0	0.0527	0.0527	288	9	1	1	1	0
ENSG00000287961		antisense	ENSG00000105058	1	17	17.0	0.0532	0.0585	167	7	6	2	1	0
ENSG00000307604		antisense	ENSG00000099917	1	18	18.0	0.0536	0.0503	194	9	1	0	0	0
ENSG00000247416	NCAM1-AS2	antisense	ENSG00000149294	1	19	19.0	0.0536	0.0559	161	8	6	2	1	0
ENSG00000305226		antisense	ENSG00000127914	1	17	17.0	0.054	0.0522	133	8	2	1	0	0
ENSG00000253837	LOXL2-AS1	antisense	ENSG00000134013	1	17	17.0	0.0543	0.0504	607	8	6	4	3	1
ENSG00000302941		antisense	ENSG00000130590	1	17	17.0	0.0543	0.0532	168	6	4	1	1	0
ENSG00000273314		antisense	ENSG00000055130	1	17	17.0	0.0561	0.0632	128	6	5	1	1	0
ENSG00000305089		antisense	ENSG00000090674,ENSG00000198816	1	17	17.0	0.0566	0.0585	211	8	5	4	1	0
ENSG00000263707		antisense	ENSG00000006740	1	17	17.0	0.0569	0.0593	178	7	6	2	1	0
ENSG00000250616	YPEL3-DT	antisense	ENSG00000090238,ENSG00000102886	1	17	17.0	0.058	0.0603	208	3	0	0	0	0
ENSG00000272853		antisense	ENSG00000187522	1	18	18.0	0.0595	0.0578	162	1	1	1	0	0
ENSG00000254208		antisense	ENSG00000133740	1	19	19.0	0.0602	0.0618	128	5	4	3	1	0
ENSG00000291035	RRP7BP	antisense	ENSG00000183569	1	17	17.0	0.0603	0.0555	168	8	6	2	1	0
ENSG00000254333	NDST1-AS1	antisense	ENSG00000070614	1	19	19.0	0.0603	0.0652	128	5	2	2	1	0
ENSG00000284675		antisense	ENSG00000140836	1	18	18.0	0.0608	0.0727	190	7	6	4	0	0
ENSG00000307891		antisense	ENSG00000182287	1	18	18.0	0.0617	0.0614	208	5	4	3	1	0
ENSG00000228843		antisense	ENSG00000107185	1	17	17.0	0.0654	0.0667	128	1	1	1	0	0
ENSG00000258924		antisense+sense	ENSG00000004139,ENSG00000109072,ENSG00000244045,ENSG00000273171,ENSG00000274529	1	19	19.0	0.0072	0.0057	453	19	19	19	18	17
ENSG00000262712		antisense+sense	ENSG00000126603,ENSG00000217930	1	19	19.0	0.0113	0.0089	488	19	18	18	18	12
ENSG00000254837	LIPT2-AS1	antisense+sense	ENSG00000077514,ENSG00000175536	1	19	19.0	0.0124	0.0101	568	19	19	19	15	9
ENSG00000254980		antisense+sense	ENSG00000137707,ENSG00000183644	1	18	18.0	0.0125	0.0104	528	18	18	17	15	9
ENSG00000269883		antisense+sense	ENSG00000165548,ENSG00000177108	1	19	19.0	0.0135	0.0064	808	18	17	16	15	13
ENSG00000204055		antisense+sense	ENSG00000188483,ENSG00000235007	1	18	18.0	0.0141	0.006	372	17	16	16	16	13
ENSG00000263798		antisense+sense	ENSG00000108439,ENSG00000108465,ENSG00000167183	1	18	18.0	0.0141	0.0129	206	18	18	18	17	0
ENSG00000289750		antisense+sense	ENSG00000131368,ENSG00000131381,ENSG00000177463	2	18	17.5	0.0153	0.0144	288	17	17	17	16	1
ENSG00000272762		antisense+sense	ENSG00000090097,ENSG00000114779,ENSG00000248487	1	19	19.0	0.0159	0.0142	207	19	19	18	16	0
ENSG00000264545		antisense+sense	ENSG00000099810,ENSG00000147883,ENSG00000147889	1	17	17.0	0.0164	0.0154	168	17	17	17	14	0
ENSG00000256564		antisense+sense	ENSG00000008394,ENSG00000048540	1	19	19.0	0.0171	0.0169	208	19	19	19	16	0
ENSG00000293643		antisense+sense	ENSG00000128045,ENSG00000226887	2	18	17.5	0.0172	0.0113	326	17	17	16	14	5
ENSG00000261351		antisense+sense	ENSG00000169032,ENSG00000174446	1	17	17.0	0.0176	0.0181	488	17	17	16	10	2
ENSG00000235919	ASH1L-AS1	antisense+sense	ENSG00000116539,ENSG00000125459	1	18	18.0	0.0182	0.0124	667	16	16	16	14	7
ENSG00000261771	DNAAF4-CCPG1	antisense+sense	ENSG00000069943,ENSG00000256061,ENSG00000260916,ENSG00000261652	1	18	18.0	0.0191	0.0186	182	18	18	17	12	0
ENSG00000295846		antisense+sense	ENSG00000111684,ENSG00000182326	1	19	19.0	0.0192	0.0177	208	19	19	17	15	0
ENSG00000257225		antisense+sense	ENSG00000134283,ENSG00000139174	1	17	17.0	0.0197	0.0115	448	16	15	14	13	3
ENSG00000267009		antisense+sense	ENSG00000070540,ENSG00000108946,ENSG00000141337	2	19	18.5	0.0199	0.0169	183	19	19	18	14	0
ENSG00000258634		antisense+sense	ENSG00000143093,ENSG00000156150	2	17	17.0	0.0202	0.0174	288	17	16	14	11	1
ENSG00000286177		antisense+sense	ENSG00000105323,ENSG00000105329,ENSG00000142039	1	19	19.0	0.0203	0.0149	379	17	17	16	13	2
ENSG00000259992		antisense+sense	ENSG00000034713,ENSG00000065457,ENSG00000205084,ENSG00000260092	1	17	17.0	0.0209	0.0174	170	16	16	16	13	0
ENSG00000117242	PINK1-AS	antisense+sense	ENSG00000158828,ENSG00000244038	1	19	19.0	0.0233	0.0132	288	16	16	16	15	2
ENSG00000257607		antisense+sense	ENSG00000146540,ENSG00000164849	1	17	17.0	0.0243	0.0128	288	14	14	12	11	1
ENSG00000291151	NSUN5P1	antisense+sense	ENSG00000178809,ENSG00000272391	1	18	18.0	0.0245	0.017	337	16	16	13	11	1
ENSG00000253477		antisense+sense	ENSG00000176406,ENSG00000285982	1	19	19.0	0.0249	0.0133	236	15	15	15	15	1
ENSG00000204422		antisense+sense	ENSG00000204424,ENSG00000204427,ENSG00000250641	1	18	18.0	0.0252	0.0225	124	17	17	16	0	0
ENSG00000286181		antisense+sense	ENSG00000049768,ENSG00000049769,ENSG00000290184	1	17	17.0	0.0265	0.0217	178	16	16	16	6	0
ENSG00000213599	SLX1A-SULT1A3	antisense+sense	ENSG00000132207,ENSG00000169627,ENSG00000261052	1	17	17.0	0.0273	0.022	128	16	14	13	4	0
ENSG00000304733		antisense+sense	ENSG00000099797,ENSG00000132002	1	17	17.0	0.0274	0.0222	888	15	14	12	7	1
ENSG00000287678		antisense+sense	ENSG00000001167,ENSG00000124596	1	18	18.0	0.0278	0.0116	488	15	15	13	12	7
ENSG00000271858		antisense+sense	ENSG00000007402,ENSG00000272104	2	18	17.5	0.0288	0.0219	367	15	15	12	7	2
ENSG00000225187		antisense+sense	ENSG00000068724,ENSG00000239605,ENSG00000273269	1	17	17.0	0.0294	0.0264	608	15	14	11	4	1
ENSG00000255197	SLC39A13-AS1	antisense+sense	ENSG00000066336,ENSG00000165915	1	18	18.0	0.0305	0.0195	236	14	14	14	9	1
ENSG00000276012		antisense+sense	ENSG00000102466,ENSG00000198542	1	19	19.0	0.0309	0.0261	125	17	17	11	1	0
ENSG00000265750		antisense+sense	ENSG00000141447,ENSG00000154040	1	19	19.0	0.031	0.0308	128	19	19	7	0	0
ENSG00000269176		antisense+sense	ENSG00000162227,ENSG00000168569	1	17	17.0	0.0319	0.0287	448	15	11	10	3	1
ENSG00000227014	FKBP14-AS1	antisense+sense	ENSG00000106080,ENSG00000106086,ENSG00000136193	1	18	18.0	0.0326	0.025	368	16	15	10	4	1
ENSG00000285952		antisense+sense	ENSG00000067836,ENSG00000140623,ENSG00000267795	1	17	17.0	0.0327	0.0261	368	12	12	12	4	2
ENSG00000237188		antisense+sense	ENSG00000131778,ENSG00000131781	1	17	17.0	0.0352	0.0332	123	16	13	5	0	0
ENSG00000244380		antisense+sense	ENSG00000164051,ENSG00000232112	1	19	19.0	0.0362	0.0358	257	17	13	8	1	1
ENSG00000267765		antisense+sense	ENSG00000108797,ENSG00000184451	1	19	19.0	0.0369	0.0305	128	16	14	9	1	0
ENSG00000204261	PSMB8-AS1	antisense+sense	ENSG00000168394,ENSG00000204264,ENSG00000240065	1	18	18.0	0.0371	0.0252	288	13	12	10	6	1
ENSG00000267546		antisense+sense	ENSG00000161544,ENSG00000214140	1	18	18.0	0.0424	0.0325	241	11	11	9	3	0
ENSG00000215417	MIR17HG	intergenic	.	2	19	19.0	0.0044	0.0026	968	19	19	19	19	18
ENSG00000294375		intergenic	.	1	19	19.0	0.0062	0.0058	448	19	19	19	19	19
ENSG00000302450		intergenic	.	1	18	18.0	0.0078	0.0062	648	18	18	18	18	15
ENSG00000229066		intergenic	.	1	19	19.0	0.0079	0.0066	481	19	19	19	19	14
ENSG00000290946		intergenic	.	2	17	17.0	0.0081	0.0076	448	17	17	17	17	15
ENSG00000258107		intergenic	.	1	19	19.0	0.0082	0.0074	328	19	19	19	19	17
ENSG00000293458	FMO6P	intergenic	.	2	19	18.0	0.0084	0.0081	356	18	17	17	17	16
ENSG00000256389		intergenic	.	1	19	19.0	0.0086	0.0083	448	19	19	19	19	15
ENSG00000293925		intergenic	.	1	19	19.0	0.0086	0.0061	401	19	19	18	17	17
ENSG00000287991		intergenic	.	1	19	19.0	0.0087	0.0072	608	19	19	18	17	16
ENSG00000302277		intergenic	.	1	19	19.0	0.0093	0.0068	402	19	18	18	18	15
ENSG00000291271		intergenic	.	2	19	19.0	0.0094	0.008	280	19	19	19	19	15
ENSG00000308406		intergenic	.	1	19	19.0	0.0095	0.0082	328	19	19	19	18	17
ENSG00000260664		intergenic	.	1	18	18.0	0.0096	0.0083	288	18	18	18	17	15
ENSG00000290656		intergenic	.	1	18	18.0	0.0099	0.0078	368	18	18	17	17	13
ENSG00000285793	ANAPC1P2	intergenic	.	2	17	17.0	0.01	0.0093	272	17	17	17	17	10
ENSG00000284705		intergenic	.	1	19	19.0	0.01	0.01	448	19	19	19	19	10
ENSG00000308369		intergenic	.	1	19	19.0	0.0102	0.0067	448	18	18	18	18	18
ENSG00000260805		intergenic	.	1	18	18.0	0.0102	0.0078	608	18	18	18	17	13
ENSG00000290977		intergenic	.	2	19	19.0	0.0104	0.0093	384	19	19	19	18	14
ENSG00000298466	CEP170P1	intergenic	.	2	19	18.0	0.0105	0.0095	288	17	17	17	16	11
ENSG00000293396		intergenic	.	2	17	17.0	0.0105	0.0092	383	17	17	17	16	11
ENSG00000293538	DMBT1L1	intergenic	.	3	19	17.67	0.0106	0.0089	318	19	18	17	17	11
ENSG00000267465	LINC03103	intergenic	.	1	19	19.0	0.0106	0.0082	528	19	19	18	18	14
ENSG00000251562	MALAT1	intergenic	.	1	17	17.0	0.0107	0.0092	408	17	17	17	16	9
ENSG00000290827		intergenic	.	1	18	18.0	0.0111	0.006	448	17	17	16	16	14
ENSG00000283096		intergenic	.	1	19	19.0	0.0113	0.0109	328	19	19	19	19	9
ENSG00000231881		intergenic	.	2	18	17.5	0.0113	0.0092	368	18	18	18	16	12
ENSG00000261257		intergenic	.	1	19	19.0	0.0115	0.0082	408	19	18	18	18	13
ENSG00000283638		intergenic	.	1	17	17.0	0.0117	0.0038	888	16	16	14	14	14
ENSG00000290985	SLC6A10P	intergenic	.	2	17	17.0	0.0118	0.0089	488	17	16	16	16	10
ENSG00000270866		intergenic	.	1	18	18.0	0.012	0.008	488	18	17	17	15	11
ENSG00000231754		intergenic	.	1	19	19.0	0.0123	0.0092	1248	19	18	18	16	11
ENSG00000289301		intergenic	.	1	19	19.0	0.0125	0.0103	488	19	19	19	15	9
ENSG00000305252		intergenic	.	1	17	17.0	0.0126	0.0092	288	17	16	16	15	10
ENSG00000306218		intergenic	.	1	17	17.0	0.0126	0.0102	328	17	17	16	15	7
ENSG00000295484		intergenic	.	1	18	18.0	0.0128	0.0112	248	18	18	18	18	1
ENSG00000305325		intergenic	.	1	18	18.0	0.0128	0.0106	226	18	18	18	16	2
ENSG00000238043		intergenic	.	1	17	17.0	0.013	0.0114	224	17	17	17	17	1
ENSG00000291124		intergenic	.	1	18	18.0	0.013	0.012	248	18	18	18	18	0
ENSG00000290923	PGM5P2	intergenic	.	3	19	17.67	0.0131	0.0107	225	19	18	18	18	2
ENSG00000267413		intergenic	.	1	17	17.0	0.0131	0.0103	368	17	16	16	15	7
ENSG00000289044		intergenic	.	1	19	19.0	0.0134	0.01	648	19	19	18	15	10
ENSG00000290657		intergenic	.	2	19	18.0	0.0134	0.0122	276	19	19	19	18	1
ENSG00000279583		intergenic	.	1	19	19.0	0.0136	0.0081	603	19	19	18	12	11
ENSG00000290503	FOLH1B	intergenic	.	1	17	17.0	0.0137	0.0132	188	17	17	17	17	0
ENSG00000306827		intergenic	.	1	18	18.0	0.0139	0.0131	408	18	18	17	17	7
ENSG00000237720		intergenic	.	1	19	19.0	0.014	0.008	488	18	18	17	16	12
ENSG00000304309		intergenic	.	3	19	18.0	0.0141	0.0133	202	19	19	19	18	0
ENSG00000298094		intergenic	.	1	19	19.0	0.0142	0.0138	208	19	19	19	19	0
ENSG00000309967		intergenic	.	1	19	19.0	0.0144	0.0125	288	19	19	19	15	1
ENSG00000294083		intergenic	.	1	18	18.0	0.0145	0.011	288	17	17	17	17	7
ENSG00000306014		intergenic	.	1	19	19.0	0.0146	0.0097	399	19	18	18	15	11
ENSG00000293979		intergenic	.	1	17	17.0	0.0148	0.0106	368	16	16	16	15	8
ENSG00000283999		intergenic	.	2	18	17.5	0.0149	0.0146	200	17	17	17	15	0
ENSG00000309013		intergenic	.	1	18	18.0	0.0149	0.0132	288	18	18	17	16	2
ENSG00000236914	LINC01852	intergenic	.	1	19	19.0	0.015	0.0072	551	18	17	17	15	12
ENSG00000306860		intergenic	.	1	17	17.0	0.0151	0.015	288	17	17	16	16	2
ENSG00000286129		intergenic	.	1	18	18.0	0.0152	0.0102	368	17	17	17	16	7
ENSG00000290376	HERC2P3	intergenic	.	2	17	17.0	0.0152	0.014	231	17	17	17	14	0
ENSG00000307652		intergenic	.	1	18	18.0	0.0153	0.0113	488	18	17	16	15	7
ENSG00000287538		intergenic	.	1	18	18.0	0.0153	0.009	723	17	17	17	15	9
ENSG00000297831		intergenic	.	1	19	19.0	0.0154	0.0155	233	19	19	19	19	0
ENSG00000237179	LINC01797	intergenic	.	1	17	17.0	0.0154	0.0114	208	16	16	16	16	1
ENSG00000309689		intergenic	.	1	18	18.0	0.0156	0.0135	448	18	17	17	14	3
ENSG00000242012		intergenic	.	1	18	18.0	0.0156	0.013	174	18	18	17	16	0
ENSG00000289313	LINC01512	intergenic	.	1	18	18.0	0.0156	0.0082	648	17	16	15	14	12
ENSG00000291249		intergenic	.	1	18	18.0	0.0156	0.0156	193	18	18	18	17	0
ENSG00000289163		intergenic	.	1	18	18.0	0.0157	0.0142	368	18	18	16	14	4
ENSG00000291003		intergenic	.	3	18	18.0	0.0158	0.0136	231	18	18	18	16	0
ENSG00000291277		intergenic	.	1	19	19.0	0.0159	0.0074	399	18	16	15	15	14
ENSG00000226673	LINC01108	intergenic	.	1	18	18.0	0.016	0.0112	568	17	17	15	15	8
ENSG00000302929		intergenic	.	1	18	18.0	0.0161	0.0111	328	18	16	15	15	6
ENSG00000301395		intergenic	.	1	17	17.0	0.0161	0.0102	368	16	16	16	14	8
ENSG00000291082	HERC2P9	intergenic	.	3	19	18.67	0.0161	0.0131	231	19	19	19	16	0
ENSG00000293431	MBL1P	intergenic	.	1	18	18.0	0.0162	0.0156	331	18	18	18	15	1
ENSG00000296033		intergenic	.	1	19	19.0	0.0162	0.0119	448	18	18	17	16	3
ENSG00000291142		intergenic	.	1	19	19.0	0.0164	0.0164	189	19	19	19	19	0
ENSG00000289101		intergenic	.	1	19	19.0	0.0165	0.0103	282	18	18	17	16	9
ENSG00000290823		intergenic	.	3	18	17.67	0.0165	0.0156	153	18	18	18	16	0
ENSG00000291196	KRT16P3	intergenic	.	2	19	18.5	0.0165	0.0155	220	19	19	19	16	0
ENSG00000297423		intergenic	.	1	19	19.0	0.0166	0.0099	472	18	17	17	14	10
ENSG00000310523		intergenic	.	2	17	17.0	0.0166	0.0155	154	17	17	17	14	0
ENSG00000261485		intergenic	.	1	18	18.0	0.0167	0.0098	448	18	14	14	14	10
ENSG00000299786		intergenic	.	1	19	19.0	0.0167	0.0146	208	18	18	18	18	0
ENSG00000234292		intergenic	.	1	18	18.0	0.0168	0.0151	448	18	18	17	13	1
ENSG00000290425		intergenic	.	2	18	17.5	0.0168	0.016	159	18	18	18	17	0
ENSG00000290984		intergenic	.	1	19	19.0	0.0169	0.0115	463	18	18	18	15	5
ENSG00000296918		intergenic	.	1	17	17.0	0.017	0.008	448	15	15	15	14	10
ENSG00000290523		intergenic	.	1	18	18.0	0.0172	0.0134	172	18	16	16	16	0
ENSG00000286638		intergenic	.	1	19	19.0	0.0172	0.0158	608	19	18	17	13	6
ENSG00000298619		intergenic	.	1	18	18.0	0.0172	0.0106	284	17	16	16	15	4
ENSG00000304782		intergenic	.	1	17	17.0	0.0176	0.0168	208	17	17	17	13	0
ENSG00000295321		intergenic	.	1	19	19.0	0.0177	0.0136	209	18	18	18	16	0
ENSG00000293389		intergenic	.	4	19	17.75	0.0178	0.0143	536	19	19	19	18	1
ENSG00000296491		intergenic	.	1	18	18.0	0.0179	0.0168	160	18	18	17	13	0
ENSG00000293526		intergenic	.	1	19	19.0	0.018	0.0094	488	18	17	16	15	11
ENSG00000299231		intergenic	.	1	19	19.0	0.018	0.0129	248	18	18	18	15	0
ENSG00000310526	WASH7P	intergenic	.	3	19	18.0	0.018	0.0136	198	18	18	18	17	0
ENSG00000293863		intergenic	.	1	18	18.0	0.0182	0.0146	168	18	17	17	13	0
ENSG00000259278		intergenic	.	1	19	19.0	0.0183	0.0131	328	18	18	17	15	2
ENSG00000297679		intergenic	.	1	18	18.0	0.0184	0.015	215	17	17	17	17	0
ENSG00000231532	LINC01249	intergenic	.	1	19	19.0	0.0185	0.0169	248	18	18	18	14	0
ENSG00000308755		intergenic	.	1	17	17.0	0.0185	0.0153	648	16	15	15	13	5
ENSG00000272800		intergenic	.	1	17	17.0	0.0186	0.0152	208	17	17	14	14	0
ENSG00000290839		intergenic	.	2	18	17.5	0.0187	0.0168	184	17	17	17	16	0
ENSG00000306820		intergenic	.	1	19	19.0	0.0188	0.0141	203	18	18	18	16	0
ENSG00000294914		intergenic	.	1	17	17.0	0.0189	0.0133	288	16	16	15	11	4
ENSG00000294266		intergenic	.	1	17	17.0	0.019	0.0122	328	16	16	15	11	6
